,Unnamed: 0,Video ID,Title,Duration,Upload Date,authorDisplayName,date,likeCount,comment,comment_en,roberta_negative,roberta_neutral,roberta_positive,roberta_label,roberta_polarity,vader_negative,vader_neutral,vader_positive,compound,vader_label,vader_polarity
791,791,2xdXKNQYN2o,Awaken Your Madness I Nike Football,142.0,13.06.2024,@percvdalp,21.06.2024,0.0,🇧🇷🤙🏿🤙🏿,,0.093611024,0.6808652,0.22552378,neutral,0.13115291,0.0,1.0,0.0,0.0,neutral,0.0
792,792,2xdXKNQYN2o,Awaken Your Madness I Nike Football,142.0,13.06.2024,@binakhan692,20.06.2024,0.0,I thought that puma was sponsoring haaland,I thought that puma was sponsoring haaland,0.07213234,0.878632,0.04923567,neutral,-0.022892669,0.0,1.0,0.0,0.0,neutral,0.0
793,793,2xdXKNQYN2o,Awaken Your Madness I Nike Football,142.0,13.06.2024,@Sousou01,20.06.2024,0.0,THE NEW ERA OF FOOTBALL,THE NEW ERA OF FOOTBALL,0.008186772,0.26379135,0.7280219,positive,0.61680716,0.0,1.0,0.0,0.0,neutral,0.0
794,794,2xdXKNQYN2o,Awaken Your Madness I Nike Football,142.0,13.06.2024,@LithaKamsela,20.06.2024,0.0,Waiting for Nike to put Cole Palmer in this advert,Waiting for Nike to put Cole Palmer in this advert,0.040145576,0.7678239,0.19203055,neutral,0.1507277,0.0,1.0,0.0,0.0,neutral,0.0
795,795,2xdXKNQYN2o,Awaken Your Madness I Nike Football,142.0,13.06.2024,@Keamogetswe_1,20.06.2024,3.0,"Mbappe, Haaland and Vinicius jr are face new generation for Nike. They have insane aura.","Mbappe, Haaland and Vinicius jr are face new generation for Nike. They have insane aura.",0.0069528967,0.112903185,0.88014394,positive,0.7029918,0.162,0.838,0.0,-0.4019,neutral,-0.16059754457829684
796,796,2xdXKNQYN2o,Awaken Your Madness I Nike Football,142.0,13.06.2024,@BfkskfbdBdkdbf,20.06.2024,0.0,Idk why but this Add makes me feel weird,Idk why but this Add makes me feel weird,0.81585425,0.1700716,0.01407413,negative,-0.6650308,0.317,0.683,0.0,-0.3071,neutral,-0.30679179190692074
797,797,2xdXKNQYN2o,Awaken Your Madness I Nike Football,142.0,13.06.2024,@yourlocalaidenx,20.06.2024,0.0,imagine if Ronaldo came up like ronaldinho and said “Welcome To Madrid”,imagine if Ronaldo came up like ronaldinho and said “Welcome To Madrid”,0.022341268,0.71059376,0.26706493,neutral,0.23995246,0.0,0.815,0.185,0.3612,neutral,0.18291795686556014
798,798,2xdXKNQYN2o,Awaken Your Madness I Nike Football,142.0,13.06.2024,@muzakkir_Ahmed_02,20.06.2024,0.0,FREE PALESTINE,FREE PALESTINE,0.057446722,0.5252666,0.41728675,neutral,0.34507313,0.0,0.233,0.767,0.5106,positive,0.645181616651351
799,799,2xdXKNQYN2o,Awaken Your Madness I Nike Football,142.0,13.06.2024,@lemonking-ib9sv,20.06.2024,0.0,Now football,Now football,0.027806524,0.74419475,0.2279987,neutral,0.19756001,0.0,1.0,0.0,0.0,neutral,0.0
800,800,2xdXKNQYN2o,Awaken Your Madness I Nike Football,142.0,13.06.2024,@only1deonzy,20.06.2024,0.0, http random ahh fly 🪰,http random ahh fly 🪰,0.107008666,0.63883746,0.2541539,neutral,0.14609237,0.0,1.0,0.0,0.0,neutral,0.0
801,801,2xdXKNQYN2o,Awaken Your Madness I Nike Football,142.0,13.06.2024,@Dipty-op6yh,20.06.2024,0.0,"After 10 years, this comment will be famous ❤❤","After 10 years, this comment will be famous ❤❤",0.0065500694,0.09188207,0.90156794,positive,0.7138633,0.0,0.543,0.457,0.8555,neutral,0.4276359771927319
802,802,2xdXKNQYN2o,Awaken Your Madness I Nike Football,142.0,13.06.2024,@derick9115,20.06.2024,0.0,I WILL PLAYED WITH THEM. I PROMISE,I WILL PLAYED WITH THEM. I PROMISE,0.008795209,0.22349113,0.7677136,positive,0.64043945,0.0,0.515,0.485,0.5719,neutral,0.45023899557964614
803,803,2xdXKNQYN2o,Awaken Your Madness I Nike Football,142.0,13.06.2024,@Cristianibarrola-dk3bn,20.06.2024,1.0,This is a motivation for me when I wanna make madness myself as well ⚽️,This is a motivation for me when I wanna make madness myself as well ⚽️,0.0029847631,0.04419176,0.95282346,positive,0.73971003,0.142,0.637,0.221,0.1531,neutral,0.07883606290706625
804,804,2xdXKNQYN2o,Awaken Your Madness I Nike Football,142.0,13.06.2024,@johannesm.2911,20.06.2024,0.0,I want the Adidas - Nike Ads Rivalry to be the next big rivalry after the retirement of the GOATS,I want the Adidas - Nike Ads Rivalry to be the next big rivalry after the retirement of the GOATS,0.04344818,0.5556846,0.4008672,neutral,0.3429386,0.0,0.936,0.064,0.0772,neutral,0.06391276159528163
805,805,2xdXKNQYN2o,Awaken Your Madness I Nike Football,142.0,13.06.2024,@people.creativeservice3021,20.06.2024,0.0,"Who direct this, Who create this ads ?","Who direct this, Who create this ads ?",0.5170142,0.47080332,0.012182443,negative,-0.46590862,0.0,0.769,0.231,0.2732,neutral,0.2269770487141129
806,806,2xdXKNQYN2o,Awaken Your Madness I Nike Football,142.0,13.06.2024,@aminemoughanime6494,20.06.2024,1.0, http,http,0.16727464,0.65599203,0.17673343,neutral,0.009458513,0.0,1.0,0.0,0.0,neutral,0.0
807,807,2xdXKNQYN2o,Awaken Your Madness I Nike Football,142.0,13.06.2024,@aminemoughanime6494,20.06.2024,1.0, http,http,0.16727464,0.65599203,0.17673343,neutral,0.009458513,0.0,1.0,0.0,0.0,neutral,0.0
808,808,2xdXKNQYN2o,Awaken Your Madness I Nike Football,142.0,13.06.2024,@davicelbertdossantosmartin7894,20.06.2024,0.0,🔥WELCOME TO MADNESS🔥,🔥WELCOME TO MADNESS🔥,0.0036038721,0.06659806,0.929798,positive,0.72881454,0.751,0.249,0.0,-0.7213,negative,-0.6357451593166265
809,809,2xdXKNQYN2o,Awaken Your Madness I Nike Football,142.0,13.06.2024,@Waloejohanz,20.06.2024,1.0,Nike without CR7? 😂,Nike without CR7? 😂,0.11872361,0.7419011,0.13937528,neutral,0.02064874,0.162,0.513,0.325,0.4404,neutral,0.1615715962519813
810,810,2xdXKNQYN2o,Awaken Your Madness I Nike Football,142.0,13.06.2024,@DanielDeSouzza,20.06.2024,1.0,BROOOOO THIS ADS IS PERFECT!!<br>AWAKEN YOUR MADNESS!!,BROOOOO THIS ADS IS PERFECT!!<br>AWAKEN YOUR MADNESS!!,0.011293297,0.024639238,0.9640674,positive,0.74103636,0.444,0.556,0.0,-0.7004,neutral,-0.41695454081947597
811,811,2xdXKNQYN2o,Awaken Your Madness I Nike Football,142.0,13.06.2024,@Vtsug,20.06.2024,1.0,Kid Haaland looks like Gaara 🥶,KID HAALAND LOOKS LIKE GAARA 🥶,0.20599347,0.7250982,0.068908304,neutral,-0.13623285,0.0,0.65,0.35,0.4995,neutral,0.3363755443363322
812,812,2xdXKNQYN2o,Awaken Your Madness I Nike Football,142.0,13.06.2024,@noway1343,20.06.2024,1.0,&quot;What if I want to go further&quot;🔥🔥🔥,&quot;What if I want to go further&quot;🔥🔥🔥,0.013379408,0.34593037,0.6406902,positive,0.5561977,0.497,0.414,0.09,-0.7096,negative,-0.3859224488509325
813,813,2xdXKNQYN2o,Awaken Your Madness I Nike Football,142.0,13.06.2024,@whatismypurpose6203,20.06.2024,1.0,We all know Mbappe shot the penalty bottom left 🗿,We all know Mbappe shot the penalty bottom left 🗿,0.10125369,0.8493071,0.049439203,neutral,-0.051768165,0.25,0.75,0.0,-0.4588,neutral,-0.24491866240370913
814,814,2xdXKNQYN2o,Awaken Your Madness I Nike Football,142.0,13.06.2024,@motivationallifeglobal,20.06.2024,0.0,✴️,,0.093611024,0.6808652,0.22552378,neutral,0.13115291,0.0,1.0,0.0,0.0,neutral,0.0
815,815,2xdXKNQYN2o,Awaken Your Madness I Nike Football,142.0,13.06.2024,@motivationallifeglobal,20.06.2024,0.0,🌐,,0.093611024,0.6808652,0.22552378,neutral,0.13115291,0.0,1.0,0.0,0.0,neutral,0.0
816,816,2xdXKNQYN2o,Awaken Your Madness I Nike Football,142.0,13.06.2024,@SoccerdudeAK,19.06.2024,0.0,The thing is Ronaldinho does not like vini,The thing is Ronaldinho does not like vini,0.4301321,0.54576033,0.0241076,neutral,-0.3850919,0.232,0.768,0.0,-0.2755,neutral,-0.22792531458279305
817,817,2xdXKNQYN2o,Awaken Your Madness I Nike Football,142.0,13.06.2024,@MondaySam-xr1iy,19.06.2024,0.0,In case I&#39;m wondering why what alarm was holding that looks like a chicken that is a kidney refers to how is dad would cook kidney for him to eat every time when he was a kid,In case I&#39;m wondering why what alarm was holding that looks like a chicken that is a kidney refers to how is dad would cook kidney for him to eat every time when he was a kid,0.07404195,0.8547241,0.07123386,neutral,-0.0028080791,0.06,0.877,0.063,0.0258,neutral,0.0029999910000324025
818,818,2xdXKNQYN2o,Awaken Your Madness I Nike Football,142.0,13.06.2024,@Yesjad,19.06.2024,0.0,This could be a short movie not just an ad,This could be a short movie not just an ad,0.16236039,0.71724176,0.12039784,neutral,-0.04193793,0.0,1.0,0.0,0.0,neutral,0.0
819,819,2xdXKNQYN2o,Awaken Your Madness I Nike Football,142.0,13.06.2024,@ashend8308,19.06.2024,0.0,Ronaldinho appearance was just too cool,Ronaldinho appearance was just too cool,0.004587213,0.024185805,0.971227,positive,0.7472239,0.0,0.685,0.315,0.3182,neutral,0.30497892438548896
820,820,2xdXKNQYN2o,Awaken Your Madness I Nike Football,142.0,13.06.2024,@saucybhabii,19.06.2024,1.0,Erling and Mbappe looked at each other like &quot;we didn&#39;t understand any of that but whatever&quot;💀,Erling and Mbappe looked at each other like &quot;we didn&#39;t understand any of that but whatever&quot;💀,0.537362,0.4213239,0.04131411,negative,-0.45900333,0.0,0.901,0.099,0.1901,neutral,0.09867782997643837
821,821,2xdXKNQYN2o,Awaken Your Madness I Nike Football,142.0,13.06.2024,@n.a.7723,19.06.2024,0.0,I want that weird futuristic face mask!!!,I want that weird futuristic face mask!!!,0.66274583,0.258494,0.078760155,negative,-0.52555627,0.29,0.563,0.146,-0.3129,neutral,-0.14301285893511184
822,822,2xdXKNQYN2o,Awaken Your Madness I Nike Football,142.0,13.06.2024,@toufikbessai8787,19.06.2024,0.0,🥶,,0.093611024,0.6808652,0.22552378,neutral,0.13115291,0.0,1.0,0.0,0.0,neutral,0.0
823,823,2xdXKNQYN2o,Awaken Your Madness I Nike Football,142.0,13.06.2024,@naldinh0,19.06.2024,0.0,Mangos mangos mangos,Mangos Mangos Mangos,0.04769959,0.6893934,0.262907,neutral,0.21194544,0.0,1.0,0.0,0.0,neutral,0.0
824,824,2xdXKNQYN2o,Awaken Your Madness I Nike Football,142.0,13.06.2024,@FutballCorner,19.06.2024,0.0,better with Cristiano Ronaldo,better with Cristiano Ronaldo,0.008023424,0.23505808,0.7569185,positive,0.6344893,0.0,0.508,0.492,0.4404,neutral,0.45580236471946156
825,825,2xdXKNQYN2o,Awaken Your Madness I Nike Football,142.0,13.06.2024,@elkamchat6011,19.06.2024,0.0,I think Madness will Get you nothing but a BROKEN NOSE 😂😂😂,I think Madness will Get you nothing but a BROKEN NOSE 😂😂😂,0.78421664,0.1914681,0.024315238,negative,-0.64101887,0.193,0.385,0.422,0.9408,positive,0.2250792268818303
826,826,2xdXKNQYN2o,Awaken Your Madness I Nike Football,142.0,13.06.2024,@tosinaiyedun7289,19.06.2024,0.0,haaland in a nike ad when city uses puma 😅,haaland in a nike ad when city uses puma 😅,0.03284175,0.8067738,0.1603845,neutral,0.12685564,0.0,0.828,0.172,0.3612,neutral,0.17032368472029072
827,827,2xdXKNQYN2o,Awaken Your Madness I Nike Football,142.0,13.06.2024,@Christfollower9070,19.06.2024,0.0,&quot;there&#39;s something wrong with you&quot;- Cornormcgregor 😭😭🙏🏽😂😂,&quot;there&#39;s something wrong with you&quot;- Cornormcgregor 😭😭🙏🏽😂😂,0.78951114,0.17934735,0.031141503,negative,-0.6401156,0.322,0.491,0.187,-0.5423,neutral,-0.13418580993090867
828,828,2xdXKNQYN2o,Awaken Your Madness I Nike Football,142.0,13.06.2024,@ADHAMMMB,19.06.2024,1.0,This ad reminded me of (Joga Bonito) era. 💀,This ad reminded me of (Joga Bonito) era. 💀,0.5650453,0.36252978,0.07242494,negative,-0.4562937,0.0,1.0,0.0,0.0,neutral,0.0
829,829,2xdXKNQYN2o,Awaken Your Madness I Nike Football,142.0,13.06.2024,@TomA-br6co,19.06.2024,0.0,"You will make one&#39;s pile for a long time, as i am a first class ace!","You will make one&#39;s pile for a long time, as i am a first class ace!",0.0181727,0.1880282,0.79379904,positive,0.65018916,0.0,1.0,0.0,0.0,neutral,0.0
830,830,2xdXKNQYN2o,Awaken Your Madness I Nike Football,142.0,13.06.2024,@LuisCaicedo-hy4rg,18.06.2024,1.0,Mejor comercial que es visto mucho tiempo de nike🔥😃🙏💯🥰🤝💸🙌😁🤞🔥🔥🔥🔥,Better commercial that is seen a long time from Nike🔥😃🙏💯🥰🤝💸🙌😁🤞🔥🔥🔥🔥,0.002664458,0.012588681,0.98474693,positive,0.753966,0.201,0.536,0.263,0.6908,neutral,0.061920679294617795
831,831,2xdXKNQYN2o,Awaken Your Madness I Nike Football,142.0,13.06.2024,@justcliff3261,18.06.2024,0.0,nike last his touch adidas is the big football winner this summer  http,nike last his touch adidas is the big football winner this summer  http,0.00348055,0.11814982,0.8783696,positive,0.7038496,0.0,0.759,0.241,0.5859,neutral,0.23644006859255082
832,832,2xdXKNQYN2o,Awaken Your Madness I Nike Football,142.0,13.06.2024,@juulews1275,18.06.2024,0.0,Caramba amei o comercial,Head I loved the commercial,0.0043004164,0.015828136,0.97987145,positive,0.75114226,0.0,0.506,0.494,0.5994,neutral,0.4573854079077128
833,833,2xdXKNQYN2o,Awaken Your Madness I Nike Football,142.0,13.06.2024,@SANTIAGO_RIVERA712,18.06.2024,0.0,locuras,follies,0.08563573,0.64173317,0.2726311,neutral,0.18484588,0.0,1.0,0.0,0.0,neutral,0.0
834,834,2xdXKNQYN2o,Awaken Your Madness I Nike Football,142.0,13.06.2024,@gonzaloulbina2926,18.06.2024,0.0,Los hijos de messi,Messi's children,0.06598993,0.71794194,0.2160682,neutral,0.14896156,0.0,1.0,0.0,0.0,neutral,0.0
835,835,2xdXKNQYN2o,Awaken Your Madness I Nike Football,142.0,13.06.2024,@KevinGallegos701,18.06.2024,0.0,"Épico!!... esto es un llamado a la locura , por eso es que Nike tiene demasiados seguidores 👌🏻😎⚽️","Epic !! ... this is a call to madness, that's why Nike has too many followers 👌🏻😎⚽️",0.013142984,0.092094995,0.89476204,positive,0.7072295,0.081,0.646,0.273,0.7793,neutral,0.18967498178023012
836,836,2xdXKNQYN2o,Awaken Your Madness I Nike Football,142.0,13.06.2024,@sarahigaray5756,18.06.2024,0.0, http is cold,http is cold,0.65961844,0.29348296,0.04689859,negative,-0.5460388,0.0,1.0,0.0,0.0,neutral,0.0
837,837,2xdXKNQYN2o,Awaken Your Madness I Nike Football,142.0,13.06.2024,@Ghadzir_fnc,18.06.2024,0.0,Adidas is better than nike,Adidas is better than nike,0.07180099,0.30054823,0.6276508,positive,0.50489163,0.0,0.58,0.42,0.4404,neutral,0.39693043200507755
838,838,2xdXKNQYN2o,Awaken Your Madness I Nike Football,142.0,13.06.2024,@lopespedrobb,18.06.2024,0.0,CARALHOOO QUE ANÚNCIO FODA,Fucking what ad fuck,0.9165341,0.07143668,0.012029255,negative,-0.7184843,0.556,0.444,0.0,-0.5809,negative,-0.5050035704277197
839,839,2xdXKNQYN2o,Awaken Your Madness I Nike Football,142.0,13.06.2024,@malcomz3224,18.06.2024,0.0,The picture of mbappe in his room with Ronaldo pictures has aura,The picture of mbappe in his room with Ronaldo pictures has aura,0.032922897,0.8796891,0.08738801,neutral,0.05441132,0.0,1.0,0.0,0.0,neutral,0.0
840,840,2xdXKNQYN2o,Awaken Your Madness I Nike Football,142.0,13.06.2024,@TheCr7-xv4lg,18.06.2024,0.0,mbappe vini erling😰,Mbappe Vini Erling😰,0.17043902,0.7442518,0.085309155,neutral,-0.08492481,0.25,0.75,0.0,-0.25,neutral,-0.24491866240370913
841,841,2xdXKNQYN2o,Awaken Your Madness I Nike Football,142.0,13.06.2024,@AskarBizhanov-h4f,18.06.2024,0.0,Am I the only one who thought &quot;madness&quot; at the end sounded like Cristiano&#39;s voice?,Am I the only one who thought &quot;madness&quot; at the end sounded like Cristiano&#39;s voice?,0.28924626,0.64370203,0.06705169,neutral,-0.21860877,0.0,0.848,0.152,0.3612,neutral,0.15084011534525318
842,842,2xdXKNQYN2o,Awaken Your Madness I Nike Football,142.0,13.06.2024,@domenicrmz8200,18.06.2024,2.0,Tiene que ser un ABUSO tener a las 3 caras del fútbol mundial presente y futuro. Que loco 🔥,It has to be an abuse to have the 3 faces of the present and future world football. What crazy 🔥,0.27575368,0.47529522,0.24895109,neutral,-0.026796168,0.333,0.667,0.0,-0.8402,neutral,-0.3212138289885354
843,843,2xdXKNQYN2o,Awaken Your Madness I Nike Football,142.0,13.06.2024,@CarolynMichelle.,18.06.2024,0.0,laila❤,0 M2L,0.06362694,0.85159546,0.0847776,neutral,0.02114751,0.0,1.0,0.0,0.0,neutral,0.0
844,844,2xdXKNQYN2o,Awaken Your Madness I Nike Football,142.0,13.06.2024,@YoussefChakil,17.06.2024,0.0,Dont hit the same wid out cr7,Dont hit the same wid out cr7,0.35362515,0.58171535,0.06465957,neutral,-0.28118247,0.0,1.0,0.0,0.0,neutral,0.0
845,845,2xdXKNQYN2o,Awaken Your Madness I Nike Football,142.0,13.06.2024,@cunadecaviar,17.06.2024,0.0,What is the song???,What is the song???,0.03610613,0.91942537,0.0444685,neutral,0.008362177,0.0,1.0,0.0,0.0,neutral,0.0
846,846,2xdXKNQYN2o,Awaken Your Madness I Nike Football,142.0,13.06.2024,@Postigoo7,17.06.2024,0.0,OMG that’s crazy! 😮,OMG that’s crazy! 😮,0.093323894,0.20143364,0.70524246,positive,0.5454762,0.31,0.69,0.0,-0.4003,neutral,-0.3004370971476541
847,847,2xdXKNQYN2o,Awaken Your Madness I Nike Football,142.0,13.06.2024,@jadenalvarado4912,17.06.2024,0.0,Cr7 shoulve been in it but great ad though. Also Nike ever since 2016 have kinda stopped doing commericals like before. Like we didnt get a Nike 2018 world cup commerical,Cr7 shoulve been in it but great ad though. Also Nike ever since 2016 have kinda stopped doing commericals like before. Like we didnt get a Nike 2018 world cup commerical,0.19675148,0.45170304,0.35154554,neutral,0.15356945,0.047,0.658,0.296,0.905,neutral,0.24397841758481428
848,848,2xdXKNQYN2o,Awaken Your Madness I Nike Football,142.0,13.06.2024,@theshadow-,17.06.2024,1.0,"Junto a Jude, los Cuatro Grandes, los cuatro jinetes del Apocalipsis, que van a barrer todo a su paso. Gloria eterna.","Together with Jude, the great four, the four riders of the Apocalypse, who are going to sweep everything in their path. Eternal glory.",0.003561741,0.059685197,0.9367531,positive,0.7320784,0.0,0.734,0.266,0.8225,neutral,0.25989891858234154
849,849,2xdXKNQYN2o,Awaken Your Madness I Nike Football,142.0,13.06.2024,@emmanuelnkwocha1275,17.06.2024,0.0,this commercial is tuff,this commercial is tuff,0.8935455,0.09762245,0.00883204,negative,-0.7087728,0.0,1.0,0.0,0.0,neutral,0.0
850,850,2xdXKNQYN2o,Awaken Your Madness I Nike Football,142.0,13.06.2024,@amadejkoblar1273,17.06.2024,0.0,adidas better 😮‍💨,adidas better 😮‍💨,0.043849953,0.31995267,0.6361973,positive,0.53158176,0.0,0.707,0.293,0.4404,neutral,0.28489366912715985
851,851,2xdXKNQYN2o,Awaken Your Madness I Nike Football,142.0,13.06.2024,@Nieldelrio,17.06.2024,1.0,Isso vai ser nostalgico daqui a alguns anos 😢,This will be nostalgic in a few years 😢,0.044070184,0.22541316,0.7305167,positive,0.5956943,0.256,0.744,0.0,-0.4767,neutral,-0.2505504079981745
852,852,2xdXKNQYN2o,Awaken Your Madness I Nike Football,142.0,13.06.2024,@mbalinhlapo9952,17.06.2024,0.0,This is fire,This is fire,0.028491024,0.14435132,0.8271577,positive,0.6632907,0.545,0.455,0.0,-0.34,negative,-0.49676344321412846
853,853,2xdXKNQYN2o,Awaken Your Madness I Nike Football,142.0,13.06.2024,@KIRYA711,17.06.2024,1.0,Please final video with CR7,Please final video with CR7,0.01638368,0.7640132,0.2196032,neutral,0.20046744,0.0,0.635,0.365,0.3182,neutral,0.34961054516462703
854,854,2xdXKNQYN2o,Awaken Your Madness I Nike Football,142.0,13.06.2024,@Uzb77O,17.06.2024,0.0,CR7 ❤,CR7 ❤,0.003379496,0.045169078,0.9514515,positive,0.73890895,0.0,0.323,0.677,0.6369,positive,0.5895656197900968
855,855,2xdXKNQYN2o,Awaken Your Madness I Nike Football,142.0,13.06.2024,@phdrctr,17.06.2024,0.0,"if u hear closely dinho says welcome to madness, then echo, then says to madrid","if u hear closely dinho says welcome to madness, then echo, then says to madrid",0.037793744,0.88218325,0.08002301,neutral,0.042204183,0.153,0.688,0.159,0.0258,neutral,0.00599992800103679
856,856,2xdXKNQYN2o,Awaken Your Madness I Nike Football,142.0,13.06.2024,@Jrseason22,17.06.2024,0.0,Absolute beast of a ad 🔥,Absolute beast of a ad 🔥,0.018947152,0.0663388,0.914714,positive,0.7142304,0.324,0.676,0.0,-0.34,neutral,-0.3131192516447009
857,857,2xdXKNQYN2o,Awaken Your Madness I Nike Football,142.0,13.06.2024,@abhinavmartandjha0369,17.06.2024,0.0,Penbappe,Penbappe,0.031666137,0.63990796,0.32842588,neutral,0.28834456,0.0,1.0,0.0,0.0,neutral,0.0
858,858,2xdXKNQYN2o,Awaken Your Madness I Nike Football,142.0,13.06.2024,@bladyjulguer7,17.06.2024,1.0,Like,Like,0.09329438,0.5123844,0.39432123,neutral,0.29225203,0.0,0.0,1.0,0.3612,positive,0.7615941559557649
859,859,2xdXKNQYN2o,Awaken Your Madness I Nike Football,142.0,13.06.2024,@ItzBBChristian,17.06.2024,0.0,Are we not going to acknowledge the fact that in the middle of the Nike ad we literally saw a man coming down from the sky in the form of an upside-down cross,Are we not going to acknowledge the fact that in the middle of the Nike ad we literally saw a man coming down from the sky in the form of an upside-down cross,0.25238216,0.70870906,0.03890875,neutral,-0.21028872,0.0,1.0,0.0,0.0,neutral,0.0
860,860,2xdXKNQYN2o,Awaken Your Madness I Nike Football,142.0,13.06.2024,@kristianaguilar4928,17.06.2024,1.0,Aura.,Aura.,0.088912904,0.80608314,0.10500392,neutral,0.01608963,0.0,1.0,0.0,0.0,neutral,0.0
861,861,2xdXKNQYN2o,Awaken Your Madness I Nike Football,142.0,13.06.2024,@Saad_Samkari,17.06.2024,0.0,COLD COLD COLD COLD COLD COLD COLD 🥶🥶🥶🥶🥶🥶🥶🥶🥶🥶🥶🥶🥶🥶🥶🥶🥶🥶🥶🥶🥶🥶🥶🥶🥶🥶,COLD COLD COLD COLD COLD COLD COLD 🥶🥶🥶🥶🥶🥶🥶🥶🥶🥶🥶🥶🥶🥶🥶🥶🥶🥶🥶🥶🥶🥶🥶🥶🥶🥶,0.19446647,0.6646538,0.14087974,neutral,-0.053535502,0.0,1.0,0.0,0.0,neutral,0.0
862,862,2xdXKNQYN2o,Awaken Your Madness I Nike Football,142.0,13.06.2024,@UMbulaziOmnyama_,16.06.2024,0.0,it&#39;s about time Nike got back to these type of ads 😭. now they just need to bring back the animations of all their ambassadors,it&#39;s about time Nike got back to these type of ads 😭. now they just need to bring back the animations of all their ambassadors,0.36918235,0.48788956,0.14292811,neutral,-0.22247097,0.107,0.893,0.0,-0.4767,neutral,-0.10659351377620581
863,863,2xdXKNQYN2o,Awaken Your Madness I Nike Football,142.0,13.06.2024,@jjnali,16.06.2024,0.0,oh my god...,oh my god...,0.3133583,0.48554105,0.20110065,neutral,-0.111788474,0.0,0.488,0.512,0.2732,positive,0.47150203662046075
864,864,2xdXKNQYN2o,Awaken Your Madness I Nike Football,142.0,13.06.2024,@ogubrito,16.06.2024,0.0,Qual o nome da música?,What is the name of the song?,0.016414843,0.9461905,0.03739474,neutral,0.02097682,0.0,1.0,0.0,0.0,neutral,0.0
865,865,2xdXKNQYN2o,Awaken Your Madness I Nike Football,142.0,13.06.2024,@ianbirech8726,16.06.2024,0.0,Ronado De Asis Moreira the Goat.👑,Shipping The Goat's Asis.👑,0.007973211,0.3095806,0.6824462,positive,0.5879145,0.0,1.0,0.0,0.0,neutral,0.0
866,866,2xdXKNQYN2o,Awaken Your Madness I Nike Football,142.0,13.06.2024,@marcusvinicius929,16.06.2024,0.0,ronaldinho10 👑♥,Ronaldinho10 👑 ♥,0.0038553434,0.09818471,0.89795995,positive,0.71341515,0.0,0.417,0.583,0.6369,positive,0.5248424721060954
867,867,2xdXKNQYN2o,Awaken Your Madness I Nike Football,142.0,13.06.2024,@torteval24,16.06.2024,0.0,❤️🔥 !!,,0.093611024,0.6808652,0.22552378,neutral,0.13115291,0.0,1.0,0.0,0.0,neutral,0.0
868,868,2xdXKNQYN2o,Awaken Your Madness I Nike Football,142.0,13.06.2024,@Abdullah_mo44,16.06.2024,2.0,Without CR7 👎🏻,Without CR7 👎🏻,0.7448089,0.23713708,0.018053986,negative,-0.62107605,0.0,1.0,0.0,0.0,neutral,0.0
869,869,2xdXKNQYN2o,Awaken Your Madness I Nike Football,142.0,13.06.2024,@fclps,16.06.2024,1.0,Old vibes button,Old vibes button,0.07774838,0.8074039,0.11484771,neutral,0.037082322,0.0,1.0,0.0,0.0,neutral,0.0
870,870,2xdXKNQYN2o,Awaken Your Madness I Nike Football,142.0,13.06.2024,@Jusklein,16.06.2024,0.0,Bora ganhar essa copa Vinicius Jr🥇 2026,Let's win this Cup Vinicius Jr🥇 2026,0.0018309237,0.054157846,0.9440112,positive,0.7362224,0.0,0.537,0.463,0.7845,neutral,0.4325261360897571
871,871,2xdXKNQYN2o,Awaken Your Madness I Nike Football,142.0,13.06.2024,@v._9li379,16.06.2024,0.0,🔥🔥🔥,,0.093611024,0.6808652,0.22552378,neutral,0.13115291,0.0,1.0,0.0,0.0,neutral,0.0
872,872,2xdXKNQYN2o,Awaken Your Madness I Nike Football,142.0,13.06.2024,@MrMonkey0016,16.06.2024,0.0,I think this years add Nike did great but adidas did better than previous years. I’d say this sells more into there products and adidas more into the lifestyle,I think this years add Nike did great but adidas did better than previous years. I’d say this sells more into there products and adidas more into the lifestyle,0.006638696,0.06168862,0.93167275,positive,0.7282702,0.0,0.808,0.192,0.7506,neutral,0.18967498178023012
873,873,2xdXKNQYN2o,Awaken Your Madness I Nike Football,142.0,13.06.2024,@MajdDridi-fl5qk,16.06.2024,0.0, http Palestine 🇵🇸🇵🇸🇵🇸,http Palestine 🇵🇸🇵🇸🇵🇸,0.034096394,0.7929963,0.17290735,neutral,0.13792622,0.0,1.0,0.0,0.0,neutral,0.0
874,874,2xdXKNQYN2o,Awaken Your Madness I Nike Football,142.0,13.06.2024,@delete9090,16.06.2024,1.0,Erling in his mediocre Norway squad just looks so out of place with Mbappe in France and Vini in Brazil...,Erling in his mediocre Norway squad just looks so out of place with Mbappe in France and Vini in Brazil...,0.8370834,0.15139775,0.011518813,negative,-0.6780872,0.0,1.0,0.0,0.0,neutral,0.0
875,875,2xdXKNQYN2o,Awaken Your Madness I Nike Football,142.0,13.06.2024,@delete9090,16.06.2024,1.0,Everyone looked so good until they showed Erling in his mediocre Norway squad lol. Just looks so out of place with Mbappe in France and Vini in Brazil...,Everyone looked so good until they showed Erling in his mediocre Norway squad lol. Just looks so out of place with Mbappe in France and Vini in Brazil...,0.7695753,0.18185137,0.048573334,negative,-0.6175296,0.0,0.799,0.201,0.7609,neutral,0.19833617323891448
